"Time (s)";"Pressure (hPa)"
1,972011233E1;1,011229187E3
1,982011233E1;1,011198547E3
1,992011233E1;1,011424377E3
2,002011233E1;1,011091736E3
2,012011233E1;1,011128357E3
2,022011233E1;1,011210754E3
2,032011233E1;1,011469971E3
2,042011233E1;1,011460815E3
2,052011233E1;1,011485229E3
2,062011233E1;1,011103760E3
2,072011233E1;1,011229370E3
2,082011233E1;1,011458252E3
2,092011233E1;1,011217163E3
2,102011233E1;1,011339233E3
2,112011233E1;1,011226318E3
2,122011233E1;1,011217163E3
2,132011233E1;1,011571167E3
2,142011233E1;1,011308716E3
2,152011233E1;1,011183594E3
2,162011233E1;1,011113403E3
2,172011233E1;1,011302307E3
2,182011233E1;1,011238220E3
2,192011233E1;1,011314514E3
2,202011233E1;1,011268738E3
2,212011233E1;1,011387756E3
2,222011233E1;1,011424500E3
2,232011233E1;1,011406189E3
2,242011233E1;1,011064392E3
2,252011233E1;1,011125427E3
2,262011233E1;1,011317688E3
2,272011233E1;1,011192444E3
2,282011233E1;1,011277893E3
2,292011233E1;1,011265686E3
2,302011233E1;1,011613586E3
2,312011233E1;1,011467102E3
2,322011233E1;1,011119202E3
2,332011233E1;1,011146667E3
2,342011233E1;1,011274841E3
2,352011233E1;1,011335876E3
2,362011233E1;1,011232239E3
2,372011233E1;1,011271912E3
2,382011233E1;1,011372620E3
2,392011233E1;1,011567932E3
2,402011233E1;1,011348206E3
2,412011233E1;1,011158997E3
2,422011233E1;1,011143738E3
2,432011233E1;1,011314636E3
2,442011233E1;1,011195618E3
2,452011233E1;1,011223083E3
2,462011233E1;1,011311584E3
2,472011233E1;1,011485535E3
2,482011233E1;1,011406189E3
2,492011233E1;1,011351257E3
2,502011233E1;1,011070496E3
2,512011233E1;1,011235291E3
2,522011233E1;1,011384827E3
2,532011233E1;1,011351257E3
2,542011233E1;1,011189514E3
2,552011233E1;1,011485413E3
2,562011233E1;1,011531189E3
2,572011233E1;1,011283997E3
2,582011233E1;1,011116150E3
2,592011233E1;1,011131409E3
2,602011233E1;1,011320923E3
2,612011233E1;1,011284302E3
2,622011233E1;1,011278198E3
2,632011233E1;1,011208008E3
2,642011233E1;1,011369751E3
2,652011233E1;1,011653564E3
2,662011233E1;1,011174438E3
2,672011233E1;1,010854004E3
2,682011233E1;1,011500977E3
2,692011233E1;1,011055420E3
2,702011233E1;1,011235291E3
2,712011233E1;1,011189514E3
2,722011233E1;1,011369568E3
2,732011233E1;1,011577087E3
2,742011233E1;1,011351440E3
2,752011233E1;1,011098145E3
2,762011233E1;1,011146973E3
2,772011233E1;1,011375854E3
2,782011233E1;1,011342285E3
2,792011233E1;1,011229187E3
2,802011233E1;1,011433655E3
2,812011233E1;1,011540466E3
2,822011233E1;1,011400085E3
2,832011233E1;1,011085754E3
2,842011233E1;1,011217163E3
2,852011233E1;1,011290405E3
2,862011233E1;1,011186646E3
2,872011233E1;1,011507080E3
2,882011233E1;1,011415527E3
2,892011233E1;1,011296509E3
2,902011233E1;1,011641357E3
2,912011233E1;1,011232422E3
2,922011233E1;1,011046265E3
2,932011233E1;1,011232544E3
2,942011233E1;1,011269165E3
2,952011233E1;1,011266113E3
2,962011233E1;1,011122681E3
2,972011233E1;1,011418701E3
2,982011233E1;1,011485840E3
2,992011233E1;1,011293579E3
3,002011233E1;1,011250854E3
3,012011233E1;1,010777832E3
3,022011233E1;1,011540771E3
3,032011233E1;1,010994202E3
3,042011233E1;1,011351257E3
3,052011233E1;1,011302429E3
3,062011233E1;1,011479431E3
3,072011233E1;1,011555725E3
3,082011233E1;1,011354492E3
3,092011233E1;1,011003540E3
3,102011233E1;1,011272095E3
3,112011233E1;1,011226318E3
3,122011233E1;1,011128479E3
3,132011233E1;1,011372620E3
3,142011233E1;1,011430603E3
3,152011233E1;1,011464172E3
3,162011233E1;1,011317688E3
3,172011233E1;1,011152893E3
3,182011233E1;1,011384827E3
3,192011233E1;1,011198669E3
3,202011233E1;1,011220032E3
3,212011233E1;1,011162048E3
3,222011233E1;1,011348389E3
3,232011233E1;1,011516235E3
3,242011233E1;1,011348389E3
3,252011233E1;1,011211060E3
3,262011233E1;1,011052368E3
3,272011233E1;1,011363647E3
3,282011233E1;1,011119507E3
3,292011233E1;1,011198853E3
3,302011233E1;1,011314819E3
3,312011233E1;1,011223267E3
3,322011233E1;1,011528259E3
3,332011233E1;1,011342102E3
3,342011233E1;1,011088806E3
3,352011233E1;1,011183411E3
3,362011233E1;1,011332825E3
3,372011233E1;1,011314514E3
3,382011233E1;1,011128357E3
3,392011233E1;1,011265686E3
3,402011233E1;1,011653259E3
3,412011233E1;1,011222961E3
3,422011233E1;1,011061218E3
3,432011233E1;1,011210754E3
3,442011233E1;1,011192444E3
3,452011233E1;1,011192444E3
3,462011233E1;1,011198669E3
3,472011233E1;1,011360413E3
3,482011233E1;1,011482483E3
3,492011233E1;1,011250549E3
3,502011233E1;1,011110168E3
3,512011233E1;1,011131531E3
3,522011233E1;1,011274963E3
3,532011233E1;1,011189514E3
3,542011233E1;1,011311584E3
3,552011233E1;1,011445740E3
3,562011233E1;1,011335876E3
3,572011233E1;1,011619690E3
3,582011233E1;1,011235168E3
3,592011233E1;1,011250427E3
3,602011233E1;1,011162048E3
3,612011233E1;1,011323792E3
3,622011233E1;1,011073547E3
3,632011233E1;1,011320740E3
3,642011233E1;1,011262756E3
3,652011233E1;1,011588989E3
3,662011233E1;1,011305176E3
3,672011233E1;1,010938965E3
3,682011233E1;1,011207520E3
3,692011233E1;1,011253296E3
3,702011233E1;1,010996948E3
3,712011233E1;1,011158691E3
3,722011233E1;1,011296021E3
3,732011233E1;1,011341797E3
3,742011233E1;1,011582886E3
3,752011233E1;1,011091553E3
3,762011233E1;1,011149536E3
3,772011233E1;1,011253296E3
3,782011233E1;1,011302124E3
3,792011233E1;1,011180054E3
3,802011233E1;1,011180054E3
3,812011233E1;1,011540161E3
3,822011233E1;1,011363159E3
3,832011233E1;1,011201416E3
3,842011233E1;1,011152466E3
3,852011233E1;1,011204346E3
3,862011233E1;1,011314209E3
3,872011233E1;1,011317261E3
3,882011233E1;1,011137207E3
3,892011233E1;1,011537109E3
3,902011233E1;1,011161743E3
3,912011233E1;1,011234985E3
3,922011233E1;1,011100708E3
3,932011233E1;1,011137329E3
3,942011233E1;1,011320190E3
3,952011233E1;1,011143188E3
3,962011233E1;1,011167603E3
3,972011233E1;1,011350708E3
3,982011233E1;1,011497314E3
3,992011233E1;1,011573608E3
4,002011233E1;1,011146362E3
4,012011233E1;1,011250122E3
4,022011233E1;1,011244019E3
4,032011233E1;1,011307983E3
4,042011233E1;1,011152344E3
4,052011233E1;1,011311035E3
4,062011233E1;1,011439209E3
4,072011233E1;1,011494141E3
4,082011233E1;1,011265076E3
4,092011233E1;1,011133850E3
4,102011233E1;1,011350525E3
4,112011233E1;1,011356628E3
4,122011233E1;1,011237610E3
4,132011233E1;1,011222656E3
4,142011233E1;1,011384399E3
4,152011233E1;1,011451538E3
4,162011233E1;1,011372192E3
4,172011233E1;1,011002808E3
4,182011233E1;1,011210327E3
4,192011233E1;1,011271362E3
4,202011233E1;1,011170654E3
4,212011233E1;1,011219482E3
4,222011233E1;1,011375122E3
4,232011233E1;1,011497192E3
4,242011233E1;1,011451416E3
4,252011233E1;1,011262207E3
4,262011233E1;1,011127930E3
4,272011233E1;1,011219482E3
4,282011233E1;1,011222534E3
4,292011233E1;1,011152344E3
4,302011233E1;1,011222534E3
4,312011233E1;1,011271362E3
4,322011233E1;1,011622009E3
4,332011233E1;1,011225281E3
4,342011233E1;1,011051331E3
4,352011233E1;1,011167297E3
4,362011233E1;1,011213074E3
4,372011233E1;1,011121643E3
4,382011233E1;1,011222351E3
4,392011233E1;1,011234558E3
4,402011233E1;1,011445129E3
4,412011233E1;1,011460388E3
4,422011233E1;1,011313904E3
4,432011233E1;1,011161316E3
4,442011233E1;1,011405457E3
4,452011233E1;1,011268127E3
4,462011233E1;1,011185913E3
4,472011233E1;1,011195068E3
4,482011233E1;1,011311035E3
4,492011233E1;1,011707764E3
4,502011233E1;1,011176758E3
4,512011233E1;1,011155212E3
4,522011233E1;1,011121643E3
4,532011233E1;1,011304749E3
4,542011233E1;1,011057556E3
4,552011233E1;1,011139954E3
4,562011233E1;1,011250000E3
4,572011233E1;1,011384277E3
4,582011233E1;1,011411743E3
4,592011233E1;1,011030273E3
4,602011233E1;1,011091003E3
4,612011233E1;1,011216125E3
4,622011233E1;1,011213074E3
4,632011233E1;1,011158142E3
4,642011233E1;1,011246643E3
4,652011233E1;1,011475525E3
4,662011233E1;1,011423645E3
4,672011233E1;1,011335144E3
4,682011233E1;1,011057434E3
4,692011233E1;1,011197815E3
4,702011233E1;1,011212952E3
4,712011233E1;1,011115295E3
4,722011233E1;1,011072571E3
4,732011233E1;1,011228210E3
4,742011233E1;1,011570007E3
4,752011233E1;1,011216248E3
4,762011233E1;1,011191833E3
4,772011233E1;1,011042297E3
4,782011233E1;1,011323059E3
4,792011233E1;1,011103333E3
4,802011233E1;1,011289673E3
4,812011233E1;1,011500244E3
4,822011233E1;1,011307983E3
4,832011233E1;1,011713867E3
4,842011233E1;1,011234436E3
4,852011233E1;1,011011658E3
4,862011233E1;1,011133728E3
4,872011233E1;1,011264954E3
4,882011233E1;1,011231384E3
4,892011233E1;1,011161194E3
4,902011233E1;1,011374817E3
4,912011233E1;1,011612854E3
4,922011233E1;1,011240540E3
4,932011233E1;1,011136780E3
4,942011233E1;1,011072815E3
4,952011233E1;1,011268127E3
4,962011233E1;1,010993469E3
4,972011233E1;1,011030090E3
4,982011233E1;1,011295593E3
4,992011233E1;1,011576233E3
5,002011233E1;1,011280212E3
5,012011233E1;1,011155090E3
5,022011233E1;1,010938416E3
5,032011233E1;1,011210022E3
5,042011233E1;1,011066589E3
5,052011233E1;1,010996399E3
5,062011233E1;1,010999451E3
5,072011233E1;1,011661682E3
5,082011233E1;1,011262024E3
5,092011233E1;1,011066711E3
5,102011233E1;1,011173523E3
5,112011233E1;1,011295593E3
5,122011233E1;1,011210144E3
5,132011233E1;1,011213074E3
5,142011233E1;1,011148987E3
5,152011233E1;1,011362610E3
5,162011233E1;1,011643372E3
5,172011233E1;1,010938416E3
5,182011233E1;1,011228638E3
5,192011233E1;1,011307983E3
5,202011233E1;1,011301880E3
5,212011233E1;1,010953979E3
5,222011233E1;1,011243713E3
5,232011233E1;1,011152161E3
5,242011233E1;1,011506165E3
5,252011233E1;1,011381042E3
5,262011233E1;1,011313904E3
5,272011233E1;1,011042175E3
5,282011233E1;1,011097107E3
5,292011233E1;1,011255798E3
5,302011233E1;1,011191711E3
5,312011233E1;1,011216125E3
5,322011233E1;1,011374817E3
5,332011233E1;1,011475525E3
5,342011233E1;1,011280212E3
5,352011233E1;1,011225281E3
5,362011233E1;1,011008606E3
5,372011233E1;1,011353577E3
5,382011233E1;1,011216248E3
5,392011233E1;1,011298645E3
5,402011233E1;1,011210144E3
5,412011233E1;1,011295593E3
5,422011233E1;1,011530457E3
5,432011233E1;1,011109314E3
5,442011233E1;1,011017761E3
5,452011233E1;1,011078796E3
5,462011233E1;1,011191833E3
5,472011233E1;1,011002625E3
5,482011233E1;1,011103333E3
5,492011233E1;1,011213196E3
5,502011233E1;1,011353577E3
5,512011233E1;1,011402283E3
5,522011233E1;1,010999451E3
5,532011233E1;1,011051331E3
5,542011233E1;1,011203918E3
5,552011233E1;1,011216125E3
5,562011233E1;1,011170349E3
5,572011233E1;1,011231384E3
5,582011233E1;1,011380920E3
5,592011233E1;1,011588440E3
5,602011233E1;1,011280212E3
5,612011233E1;1,011191711E3
5,622011233E1;1,011268005E3
5,632011233E1;1,011231384E3
5,642011233E1;1,011133728E3
5,652011233E1;1,011154968E3
5,662011233E1;1,011249573E3
5,672011233E1;1,011545593E3
5,682011233E1;1,011127502E3
5,692011233E1;1,011261780E3
5,702011233E1;1,011026917E3
5,712011233E1;1,011347351E3
5,722011233E1;1,011283264E3
5,732011233E1;1,011078796E3
5,742011233E1;1,011252747E3
5,752011233E1;1,011423767E3
5,762011233E1;1,011475647E3
5,772011233E1;1,011191833E3
5,782011233E1;1,011127747E3
5,792011233E1;1,011167419E3
5,802011233E1;1,011335144E3
5,812011233E1;1,011228333E3
5,822011233E1;1,011121521E3
5,832011233E1;1,011274109E3
5,842011233E1;1,011426697E3
5,852011233E1;1,011426697E3
5,862011233E1;1,011091003E3
5,872011233E1;1,011109314E3
5,882011233E1;1,011325989E3
5,892011233E1;1,011185730E3
5,902011233E1;1,011197937E3
5,912011233E1;1,011194885E3
5,922011233E1;1,011411560E3
5,932011233E1;1,011457336E3
5,942011233E1;1,011194763E3
5,952011233E1;1,011127625E3
5,962011233E1;1,011216125E3
5,972011233E1;1,011274109E3
5,982011233E1;1,011136780E3
5,992011233E1;1,011121399E3
6,002011233E1;1,011289246E3
6,012011233E1;1,011371643E3
6,022011233E1;1,011258728E3
6,032011233E1;1,011048157E3
6,042011233E1;1,011176453E3
6,052011233E1;1,011222229E3
6,062011233E1;1,011145935E3
6,072011233E1;1,011097107E3
6,082011233E1;1,011338318E3
6,092011233E1;1,011292542E3
6,102011233E1;1,011451233E3
6,112011233E1;1,011088074E3
6,122011233E1;1,011146057E3
6,132011233E1;1,011270935E3
6,142011233E1;1,011429626E3
6,152011233E1;1,010977966E3
6,162011233E1;1,011322815E3
6,172011233E1;1,011103088E3
6,182011233E1;1,011316833E3
6,192011233E1;1,011289368E3
6,202011233E1;1,011152039E3
6,212011233E1;1,011356506E3
6,222011233E1;1,011350403E3
6,232011233E1;1,011151917E3
6,242011233E1;1,011405212E3
6,252011233E1;1,011127502E3
6,262011233E1;1,011518127E3
6,272011233E1;1,011078674E3
6,282011233E1;1,011393005E3
6,292011233E1;1,011035950E3
6,302011233E1;1,011295349E3
6,312011233E1;1,010968811E3
6,322011233E1;1,011078674E3
6,332011233E1;1,011353333E3
6,342011233E1;1,011301453E3
6,352011233E1;1,010858948E3
6,362011233E1;1,011444885E3
6,372011233E1;1,010804138E3
6,382011233E1;1,011396179E3
6,392011233E1;1,011298523E3
6,402011233E1;1,011051331E3
6,412011233E1;1,011249695E3
6,422011233E1;1,011170471E3
6,432011233E1;1,011442078E3
6,442011233E1;1,011167419E3
6,452011233E1;1,011554993E3
6,462011233E1;1,011179626E3
6,472011233E1;1,011154968E3
6,482011233E1;1,011502869E3
6,492011233E1;1,011185486E3
6,502011233E1;1,010862000E3
6,512011233E1;1,011124695E3
6,522011233E1;1,011210144E3
6,532011233E1;1,011057556E3
6,542011233E1;1,011167419E3
6,552011233E1;1,011014832E3
6,562011233E1;1,011173279E3
6,572011233E1;1,011261780E3
6,582011233E1;1,011399109E3
6,592011233E1;1,011597473E3
6,602011233E1;1,011167175E3
6,612011233E1;1,010947449E3
6,622011233E1;1,011289246E3
6,632011233E1;1,011158020E3
6,642011233E1;1,011032898E3
6,652011233E1;1,011136658E3
6,662011233E1;1,010965759E3
6,672011233E1;1,011231262E3
6,682011233E1;1,011377747E3
6,692011233E1;1,011557800E3
6,702011233E1;1,011170044E3
6,712011233E1;1,011102905E3
6,722011233E1;1,011359253E3
6,732011233E1;1,011200562E3
6,742011233E1;1,011154785E3
6,752011233E1;1,011063232E3
6,762011233E1;1,011176147E3
6,772011233E1;1,011319580E3
6,782011233E1;1,011502686E3
6,792011233E1;1,011200562E3
6,802011233E1;1,011145630E3
6,812011233E1;1,011133423E3
6,822011233E1;1,011234131E3
6,832011233E1;1,010993042E3
6,842011233E1;1,011008301E3
6,852011233E1;1,011176331E3
6,862011233E1;1,011408264E3
6,872011233E1;1,011481506E3
6,882011233E1;1,010956604E3
6,892011233E1;1,011109192E3
6,902011233E1;1,010932190E3
6,912011233E1;1,011466248E3
6,922011233E1;1,010977966E3
6,932011233E1;1,011255676E3
6,942011233E1;1,011499939E3
6,952011233E1;1,011463318E3
6,962011233E1;1,011405334E3
6,972011233E1;1,011054382E3
6,982011233E1;1,011045227E3
6,992011233E1;1,011243591E3
7,002011233E1;1,011243591E3
7,012011233E1;1,011100159E3
7,022011233E1;1,011213074E3
7,032011233E1;1,011506042E3
7,042011233E1;1,011359253E3
7,052011233E1;1,010928955E3
7,062011233E1;1,011112061E3
7,072011233E1;1,010959473E3
7,082011233E1;1,011185303E3
7,092011233E1;1,011011536E3
7,102011233E1;1,011237366E3
7,112011233E1;1,011240417E3
7,122011233E1;1,011469299E3
7,132011233E1;1,011164124E3
7,142011233E1;1,010715515E3
7,152011233E1;1,011219055E3
7,162011233E1;1,010953552E3
7,172011233E1;1,011008484E3
7,182011233E1;1,011154785E3
7,192011233E1;1,011063232E3
7,202011233E1;1,011807861E3
7,212011233E1;1,011075439E3
7,222011233E1;1,011066284E3
7,232011233E1;1,011218872E3
7,242011233E1;1,010974731E3
7,252011233E1;1,010980835E3
7,262011233E1;1,011310425E3
7,272011233E1;1,011481323E3
7,282011233E1;1,011341125E3
7,292011233E1;1,010846741E3
7,302011233E1;1,010999329E3
7,312011233E1;1,011154968E3
7,322011233E1;1,011133728E3
7,332011233E1;1,011148987E3
7,342011233E1;1,011304626E3
7,352011233E1;1,011359558E3
7,362011233E1;1,011011658E3
7,372011233E1;1,010904724E3
7,382011233E1;1,011176331E3
7,392011233E1;1,011310608E3
7,402011233E1;1,011023743E3
7,412011233E1;1,011154968E3
7,422011233E1;1,011319763E3
7,432011233E1;1,011133606E3
7,442011233E1;1,011109192E3
7,452011233E1;1,010974915E3
7,462011233E1;1,011188538E3
7,472011233E1;1,010999451E3
7,482011233E1;1,011106262E3
7,492011233E1;1,011103210E3
7,502011233E1;1,011252747E3
7,512011233E1;1,011478577E3
7,522011233E1;1,011255493E3
7,532011233E1;1,010782471E3
7,542011233E1;1,011057129E3
7,552011233E1;1,011163940E3
7,562011233E1;1,011017639E3
7,572011233E1;1,011051208E3
7,582011233E1;1,011145813E3
7,592011233E1;1,011273987E3
7,602011233E1;1,011280090E3
7,612011233E1;1,011039001E3
7,622011233E1;1,011017639E3
7,632011233E1;1,011161072E3
7,642011233E1;1,011106140E3
7,652011233E1;1,011032898E3
7,662011233E1;1,011093933E3
7,672011233E1;1,011154968E3
7,682011233E1;1,011435730E3
7,692011233E1;1,011209900E3
7,702011233E1;1,011066467E3
7,712011233E1;1,011051208E3
7,722011233E1;1,011118347E3
7,732011233E1;1,011173279E3
7,742011233E1;1,011048157E3
7,752011233E1;1,011039001E3
7,762011233E1;1,011325867E3
7,772011233E1;1,011518127E3
7,782011233E1;1,011307556E3
7,792011233E1;1,011228210E3
7,802011233E1;1,011218872E3
7,812011233E1;1,011218872E3
7,822011233E1;1,011160889E3
7,832011233E1;1,011151733E3
7,842011233E1;1,011191406E3
7,852011233E1;1,011322632E3
7,862011233E1;1,011435547E3
7,872011233E1;1,011255493E3
7,882011233E1;1,010999146E3
7,892011233E1;1,011044922E3
7,902011233E1;1,011155090E3
7,912011233E1;1,011271057E3
7,922011233E1;1,010944519E3
7,932011233E1;1,011194763E3
7,942011233E1;1,011387024E3
7,952011233E1;1,011450989E3
7,962011233E1;1,011347229E3
7,972011233E1;1,010953552E3
7,982011233E1;1,011255676E3
7,992011233E1;1,011154968E3
8,002011233E1;1,011249573E3
8,012011233E1;1,011154968E3
8,022011233E1;1,011078674E3
8,032011233E1;1,011338074E3
8,042011233E1;1,011210022E3
8,052011233E1;1,011081848E3
8,062011233E1;1,011078796E3
8,072011233E1;1,011231384E3
8,082011233E1;1,011152039E3
8,092011233E1;1,011197693E3
8,102011233E1;1,011093933E3
8,112011233E1;1,011115295E3
8,122011233E1;1,011508972E3
8,132011233E1;1,011109192E3
8,142011233E1;1,011234314E3
8,152011233E1;1,011039001E3
8,162011233E1;1,011380798E3
8,172011233E1;1,011179382E3
8,182011233E1;1,011136658E3
8,192011233E1;1,011307556E3
8,202011233E1;1,011347229E3
8,212011233E1;1,011402161E3
8,222011233E1;1,011194641E3
8,232011233E1;1,011023560E3
8,242011233E1;1,011170044E3
8,252011233E1;1,011026611E3
8,262011233E1;1,011105957E3
8,272011233E1;1,011020508E3
8,282011233E1;1,011240234E3
8,292011233E1;1,011365356E3
8,302011233E1;1,011432495E3
8,312011233E1;1,011072388E3
8,322011233E1;1,011182251E3
8,332011233E1;1,011182678E3
8,342011233E1;1,011103333E3
8,352011233E1;1,011030090E3
8,362011233E1;1,011014832E3
8,372011233E1;1,011106384E3
8,382011233E1;1,011451233E3
8,392011233E1;1,011268127E3
8,402011233E1;1,011020935E3
8,412011233E1;1,011091125E3
8,422011233E1;1,011100037E3
8,432011233E1;1,010984070E3
8,442011233E1;1,010984070E3
8,452011233E1;1,010987122E3
8,462011233E1;1,011164124E3
8,472011233E1;1,011328918E3
8,482011233E1;1,011286194E3
8,492011233E1;1,010895569E3
8,502011233E1;1,011100037E3
8,512011233E1;1,011109192E3
8,522011233E1;1,010987244E3
8,532011233E1;1,010859070E3
8,542011233E1;1,010950623E3
8,552011233E1;1,011133728E3
8,562011233E1;1,011399231E3
8,572011233E1;1,011261780E3
8,582011233E1;1,011020691E3
8,592011233E1;1,011032898E3
8,602011233E1;1,011136658E3
8,612011233E1;1,011051208E3
8,622011233E1;1,010965759E3
8,632011233E1;1,011069519E3
8,642011233E1;1,011185486E3
8,652011233E1;1,011539490E3
8,662011233E1;1,011127319E3
8,672011233E1;1,011005249E3
8,682011233E1;1,011185303E3
8,692011233E1;1,011105957E3
8,702011233E1;1,010867920E3
8,712011233E1;1,011142761E3
8,722011233E1;1,011411316E3
8,732011233E1;1,011264832E3
8,742011233E1;1,011151917E3
