"Time (s)";"Pressure (hPa)"
8,916148684E0;1,014411133E3
9,016148684E0;1,014781677E3
9,116148684E0;1,014781677E3
9,216148684E0;1,015065430E3
9,316148684E0;1,014987061E3
9,416148684E0;1,015191833E3
9,516148684E0;1,015191833E3
9,616148684E0;1,015135254E3
9,716148684E0;1,015129150E3
9,816148684E0;1,015132080E3
9,916148684E0;1,015132080E3
1,001614868E1;1,014674561E3
1,011614868E1;1,014481689E3
1,021614868E1;1,014919189E3
1,031614868E1;1,014919189E3
1,041614868E1;1,015053101E3
1,051614868E1;1,015105286E3
1,061614868E1;1,015181580E3
1,071614868E1;1,015181580E3
1,081614868E1;1,015099243E3
1,091614868E1;1,015094971E3
1,101614868E1;1,015143433E3
1,111614868E1;1,015143433E3
1,121614868E1;1,014592773E3
1,131614868E1;1,014624207E3
1,141614868E1;1,015043274E3
1,151614868E1;1,015043274E3
1,161614868E1;1,015013489E3
1,171614868E1;1,015128357E3
1,181614868E1;1,015125122E3
1,191614868E1;1,015125122E3
1,201614868E1;1,015138733E3
1,211614868E1;1,015072754E3
1,221614868E1;1,015207764E3
1,231614868E1;1,015232178E3
1,241614868E1;1,015232178E3
1,251614868E1;1,014836365E3
1,261614868E1;1,014909058E3
1,271614868E1;1,015068237E3
1,281614868E1;1,015068237E3
1,291614868E1;1,015139832E3
1,301614868E1;1,014865723E3
1,311614868E1;1,015053833E3
1,321614868E1;1,015130859E3
1,331614868E1;1,015063477E3
1,341614868E1;1,015293091E3
1,351614868E1;1,015232056E3
1,361614868E1;1,014464172E3
1,371614868E1;1,014961487E3
1,381614868E1;1,014906250E3
1,391614868E1;1,015074219E3
1,401614868E1;1,015074219E3
1,411614868E1;1,015244629E3
1,421614868E1;1,014939453E3
1,431614868E1;1,015012817E3
1,441614868E1;1,015012817E3
1,451614868E1;1,015257812E3
1,461614868E1;1,015298279E3
1,471614868E1;1,015135559E3
1,481614868E1;1,015135559E3
1,491614868E1;1,014601440E3
1,501614868E1;1,014815918E3
1,511614868E1;1,015407959E3
1,521614868E1;1,015407959E3
1,531614868E1;1,014997498E3
1,541614868E1;1,015089966E3
1,551614868E1;1,015063293E3
1,561614868E1;1,015063293E3
1,571614868E1;1,014693970E3
1,581614868E1;1,014796265E3
1,591614868E1;1,015136108E3
1,601614868E1;1,015136108E3
1,611614868E1;1,015086121E3
1,621614868E1;1,015030884E3
1,631614868E1;1,015139587E3
1,641614868E1;1,015139587E3
1,651614868E1;1,014573914E3
1,661614868E1;1,014475281E3
1,671614868E1;1,014820312E3
1,681614868E1;1,014820312E3
1,691614868E1;1,014901367E3
1,701614868E1;1,014918335E3
1,711614868E1;1,014975342E3
1,721614868E1;1,014975342E3
1,731614868E1;1,014879333E3
1,741614868E1;1,014997559E3
1,751614868E1;1,015087646E3
1,761614868E1;1,015087646E3
1,771614868E1;1,015098389E3
1,781614868E1;1,014821472E3
1,791614868E1;1,014507568E3
1,801614868E1;1,014507568E3
1,811614868E1;1,014903564E3
1,821614868E1;1,014950684E3
1,831614868E1;1,014972595E3
1,841614868E1;1,014972595E3
1,851614868E1;1,014939758E3
1,861614868E1;1,015029419E3
1,871614868E1;1,015053650E3
1,881614868E1;1,015053650E3
1,891614868E1;1,014992493E3
1,901614868E1;1,015034302E3
1,911614868E1;1,014923340E3
1,921614868E1;1,014923340E3
1,931614868E1;1,014923340E3
1,941614868E1;1,014981140E3
1,951614868E1;1,014914368E3
1,961614868E1;1,014840759E3
1,971614868E1;1,014840759E3
1,981614868E1;1,015194580E3
1,991614868E1;1,014723694E3
2,001614868E1;1,014715942E3
2,011614868E1;1,014854980E3
2,021614868E1;1,014956665E3
2,031614868E1;1,015078918E3
2,041614868E1;1,014929077E3
2,051614868E1;1,015009766E3
2,061614868E1;1,015020081E3
2,071614868E1;1,015439697E3
2,081614868E1;1,015245117E3
2,091614868E1;1,014792358E3
2,101614868E1;1,014864075E3
2,111614868E1;1,014895508E3
2,121614868E1;1,015020752E3
2,131614868E1;1,014957886E3
2,141614868E1;1,015017212E3
2,151614868E1;1,015008667E3
2,161614868E1;1,015053772E3
2,171614868E1;1,015025024E3
2,181614868E1;1,014645264E3
2,191614868E1;1,014882690E3
2,201614868E1;1,014921753E3
2,211614868E1;1,014976685E3
2,221614868E1;1,015047485E3
2,231614868E1;1,014981201E3
2,241614868E1;1,015023926E3
2,251614868E1;1,015138794E3
2,261614868E1;1,015406311E3
2,271614868E1;1,015293457E3
2,281614868E1;1,014800171E3
2,291614868E1;1,015022705E3
2,301614868E1;1,015034851E3
2,311614868E1;1,015071167E3
2,321614868E1;1,015128418E3
2,331614868E1;1,015177124E3
2,341614868E1;1,015256226E3
2,351614868E1;1,015322876E3
2,361614868E1;1,015162598E3
2,371614868E1;1,014973022E3
2,381614868E1;1,015051208E3
2,391614868E1;1,015291809E3
2,401614868E1;1,015066101E3
2,411614868E1;1,015374023E3
2,421614868E1;1,015329651E3
2,431614868E1;1,015143555E3
2,441614868E1;1,014782104E3
2,451614868E1;1,015046814E3
2,461614868E1;1,015400757E3
2,471614868E1;1,015236328E3
2,481614868E1;1,015189575E3
2,491614868E1;1,015418579E3
2,501614868E1;1,015102783E3
2,511614868E1;1,015088257E3
2,521614868E1;1,015259094E3
2,531614868E1;1,015266296E3
2,541614868E1;1,015104248E3
2,551614868E1;1,015128662E3
2,561614868E1;1,015242554E3
2,571614868E1;1,015330933E3
2,581614868E1;1,015288330E3
2,591614868E1;1,015216309E3
2,601614868E1;1,015140320E3
2,611614868E1;1,015357666E3
2,621614868E1;1,015192017E3
2,631614868E1;1,015292419E3
2,641614868E1;1,015380859E3
2,651614868E1;1,014872192E3
2,661614868E1;1,014826233E3
2,671614868E1;1,015140747E3
2,681614868E1;1,015166931E3
2,691614868E1;1,015228943E3
2,701614868E1;1,015170288E3
2,711614868E1;1,015278625E3
2,721614868E1;1,015333984E3
2,731614868E1;1,015198486E3
2,741614868E1;1,015345459E3
2,751614868E1;1,015220215E3
2,761614868E1;1,015273193E3
2,771614868E1;1,015335815E3
2,781614868E1;1,014959595E3
2,791614868E1;1,014746704E3
2,801614868E1;1,015150513E3
2,811614868E1;1,015124939E3
2,821614868E1;1,015251587E3
2,831614868E1;1,015208496E3
2,841614868E1;1,015358032E3
2,851614868E1;1,015200195E3
2,861614868E1;1,015297852E3
2,871614868E1;1,015280029E3
2,881614868E1;1,015137756E3
2,891614868E1;1,015267578E3
2,901614868E1;1,015177795E3
2,911614868E1;1,015083862E3
2,921614868E1;1,015124573E3
2,931614868E1;1,015165894E3
2,941614868E1;1,015204346E3
2,951614868E1;1,015215454E3
2,961614868E1;1,015219788E3
2,971614868E1;1,015240723E3
2,981614868E1;1,015314087E3
2,991614868E1;1,015205872E3
3,001614868E1;1,015231079E3
3,011614868E1;1,015310913E3
3,021614868E1;1,015336975E3
3,031614868E1;1,015476318E3
3,041614868E1;1,015445557E3
3,051614868E1;1,015343506E3
3,061614868E1;1,015334839E3
3,071614868E1;1,015382080E3
3,081614868E1;1,015005981E3
3,091614868E1;1,014607483E3
3,101614868E1;1,015116699E3
3,111614868E1;1,015152832E3
3,121614868E1;1,015185669E3
3,131614868E1;1,015352905E3
3,141614868E1;1,015381592E3
3,151614868E1;1,015162109E3
3,161614868E1;1,015316772E3
3,171614868E1;1,015366394E3
3,181614868E1;1,015300293E3
3,191614868E1;1,015444092E3
3,201614868E1;1,015412781E3
3,211614868E1;1,014889771E3
3,221614868E1;1,015118286E3
3,231614868E1;1,015119812E3
3,241614868E1;1,015235352E3
3,251614868E1;1,015164307E3
3,261614868E1;1,015337646E3
3,271614868E1;1,014997620E3
3,281614868E1;1,015127808E3
3,291614868E1;1,015385376E3
3,301614868E1;1,015226929E3
3,311614868E1;1,015441589E3
3,321614868E1;1,015415161E3
3,331614868E1;1,014976562E3
3,341614868E1;1,015114441E3
3,351614868E1;1,015126587E3
3,361614868E1;1,015229980E3
3,371614868E1;1,015289001E3
3,381614868E1;1,015439148E3
3,391614868E1;1,015135376E3
3,401614868E1;1,015237061E3
3,411614868E1;1,015299927E3
3,421614868E1;1,015288574E3
3,431614868E1;1,015437622E3
3,441614868E1;1,015396240E3
3,451614868E1;1,014799377E3
3,461614868E1;1,014677979E3
3,471614868E1;1,015114990E3
3,481614868E1;1,015248291E3
3,491614868E1;1,015218140E3
3,501614868E1;1,015287476E3
3,511614868E1;1,015128296E3
3,521614868E1;1,015411865E3
3,531614868E1;1,015485962E3
3,541614868E1;1,015299622E3
3,551614868E1;1,015432983E3
3,561614868E1;1,015272644E3
3,571614868E1;1,014758423E3
3,581614868E1;1,014746216E3
3,591614868E1;1,015213867E3
3,601614868E1;1,015343994E3
3,611614868E1;1,015301880E3
3,621614868E1;1,015296631E3
3,631614868E1;1,015101807E3
3,641614868E1;1,015409302E3
3,651614868E1;1,015327942E3
3,661614868E1;1,015201538E3
3,671614868E1;1,015420410E3
3,681614868E1;1,015268433E3
3,691614868E1;1,014743225E3
3,701614868E1;1,014801208E3
3,711614868E1;1,015171509E3
3,721614868E1;1,015296570E3
3,731614868E1;1,015245972E3
3,741614868E1;1,015364624E3
3,751614868E1;1,015111328E3
3,761614868E1;1,015433350E3
3,771614868E1;1,015356262E3
3,781614868E1;1,015278809E3
3,791614868E1;1,015437256E3
3,801614868E1;1,015250610E3
3,811614868E1;1,014655762E3
3,821614868E1;1,014863525E3
3,831614868E1;1,015275024E3
3,841614868E1;1,015332397E3
3,851614868E1;1,015263794E3
3,861614868E1;1,015330811E3
3,871614868E1;1,015166504E3
3,881614868E1;1,015409973E3
3,891614868E1;1,015321655E3
3,901614868E1;1,015277405E3
3,911614868E1;1,015446411E3
3,921614868E1;1,015266174E3
3,931614868E1;1,014777710E3
3,941614868E1;1,014870117E3
3,951614868E1;1,015185303E3
3,961614868E1;1,015209961E3
3,971614868E1;1,015262085E3
3,981614868E1;1,015407654E3
3,991614868E1;1,015060913E3
4,001614868E1;1,015348022E3
4,011614868E1;1,015457214E3
4,021614868E1;1,015257629E3
4,031614868E1;1,015257629E3
4,041614868E1;1,015371643E3
4,051614868E1;1,014931519E3
4,061614868E1;1,014646790E3
4,071614868E1;1,014646790E3
4,081614868E1;1,015297852E3
4,091614868E1;1,015238403E3
4,101614868E1;1,015311157E3
4,111614868E1;1,015390625E3
4,121614868E1;1,015276733E3
4,131614868E1;1,015346924E3
4,141614868E1;1,015342285E3
4,151614868E1;1,015272461E3
4,161614868E1;1,015272461E3
4,171614868E1;1,015205994E3
4,181614868E1;1,014629272E3
4,191614868E1;1,015011658E3
4,201614868E1;1,015269897E3
4,211614868E1;1,015290588E3
4,221614868E1;1,015238525E3
4,231614868E1;1,015397949E3
4,241614868E1;1,015397949E3
4,251614868E1;1,015468140E3
4,261614868E1;1,015445923E3
4,271614868E1;1,015386719E3
4,281614868E1;1,015386719E3
4,291614868E1;1,015043091E3
4,301614868E1;1,014638550E3
4,311614868E1;1,015102600E3
4,321614868E1;1,015102600E3
4,331614868E1;1,015239502E3
4,341614868E1;1,015332336E3
4,351614868E1;1,015351074E3
4,361614868E1;1,015351074E3
4,371614868E1;1,015348572E3
4,381614868E1;1,015348145E3
4,391614868E1;1,015410583E3
4,401614868E1;1,015410583E3
4,411614868E1;1,014790710E3
4,421614868E1;1,014792236E3
4,431614868E1;1,015174072E3
4,441614868E1;1,015174072E3
4,451614868E1;1,015267578E3
4,461614868E1;1,015328613E3
4,471614868E1;1,015308289E3
4,481614868E1;1,015308289E3
4,491614868E1;1,015448364E3
4,501614868E1;1,015287292E3
4,511614868E1;1,015450500E3
4,521614868E1;1,015450500E3
4,531614868E1;1,014773682E3
4,541614868E1;1,014923462E3
4,551614868E1;1,015132568E3
4,561614868E1;1,015132568E3
4,571614868E1;1,015286377E3
4,581614868E1;1,015361450E3
4,591614868E1;1,015345093E3
4,601614868E1;1,015345093E3
4,611614868E1;1,015273254E3
4,621614868E1;1,015259460E3
4,631614868E1;1,015440796E3
4,641614868E1;1,015440796E3
4,651614868E1;1,014584717E3
4,661614868E1;1,015022461E3
4,671614868E1;1,015128418E3
4,681614868E1;1,015128418E3
4,691614868E1;1,015195984E3
4,701614868E1;1,015337280E3
4,711614868E1;1,015334839E3
4,721614868E1;1,015334839E3
4,731614868E1;1,015236450E3
4,741614868E1;1,015195435E3
4,751614868E1;1,015435303E3
4,761614868E1;1,015435303E3
4,771614868E1;1,014625610E3
4,781614868E1;1,015027710E3
4,791614868E1;1,015148682E3
4,801614868E1;1,015148682E3
4,811614868E1;1,015252686E3
4,821614868E1;1,015407837E3
4,831614868E1;1,015291626E3
4,841614868E1;1,015291626E3
4,851614868E1;1,015284302E3
4,861614868E1;1,015232422E3
4,871614868E1;1,015521118E3
4,881614868E1;1,015392639E3
4,891614868E1;1,015392639E3
4,901614868E1;1,015089111E3
4,911614868E1;1,015162292E3
4,921614868E1;1,015240112E3
4,931614868E1;1,015240112E3
4,941614868E1;1,015437500E3
4,951614868E1;1,015159058E3
4,961614868E1;1,015231812E3
4,971614868E1;1,015231812E3
4,981614868E1;1,015238281E3
4,991614868E1;1,015513306E3
5,001614868E1;1,015406921E3
5,011614868E1;1,015406921E3
5,021614868E1;1,015118103E3
5,031614868E1;1,015164673E3
5,041614868E1;1,015246216E3
5,051614868E1;1,015246216E3
5,061614868E1;1,015410889E3
5,071614868E1;1,015151978E3
5,081614868E1;1,015250244E3
5,091614868E1;1,015250244E3
5,101614868E1;1,015210327E3
5,111614868E1;1,015539307E3
5,121614868E1;1,015403809E3
5,131614868E1;1,015403809E3
5,141614868E1;1,015077393E3
5,151614868E1;1,015167114E3
5,161614868E1;1,015228271E3
5,171614868E1;1,015228271E3
5,181614868E1;1,015337158E3
5,191614868E1;1,015398376E3
5,201614868E1;1,015140137E3
5,211614868E1;1,015140137E3
5,221614868E1;1,015263428E3
5,231614868E1;1,015346680E3
5,241614868E1;1,015430847E3
5,251614868E1;1,015430847E3
5,261614868E1;1,014792908E3
5,271614868E1;1,015164001E3
5,281614868E1;1,015181152E3
5,291614868E1;1,015181152E3
5,301614868E1;1,015274231E3
5,311614868E1;1,015378662E3
5,321614868E1;1,015203491E3
5,331614868E1;1,015203491E3
5,341614868E1;1,015371643E3
5,351614868E1;1,015264099E3
5,361614868E1;1,015590454E3
5,371614868E1;1,015590454E3
5,381614868E1;1,014688965E3
5,391614868E1;1,015093384E3
5,401614868E1;1,015150452E3
5,411614868E1;1,015150452E3
5,421614868E1;1,015347717E3
5,431614868E1;1,015293213E3
5,441614868E1;1,015167114E3
5,451614868E1;1,015167114E3
5,461614868E1;1,015233582E3
5,471614868E1;1,015428467E3
5,481614868E1;1,015565979E3
5,491614868E1;1,015565979E3
5,501614868E1;1,014862549E3
5,511614868E1;1,015129761E3
5,521614868E1;1,015175903E3
5,531614868E1;1,015175903E3
5,541614868E1;1,015394897E3
5,551614868E1;1,015296936E3
5,561614868E1;1,015184937E3
5,571614868E1;1,015184937E3
5,581614868E1;1,015304993E3
5,591614868E1;1,015541565E3
5,601614868E1;1,015407227E3
5,611614868E1;1,015160767E3
5,621614868E1;1,015132568E3
5,631614868E1;1,015177002E3
5,641614868E1;1,015222900E3
5,651614868E1;1,015354858E3
5,661614868E1;1,015354858E3
5,671614868E1;1,015135742E3
5,681614868E1;1,015273193E3
5,691614868E1;1,015323608E3
5,701614868E1;1,015323608E3
5,711614868E1;1,015458862E3
5,721614868E1;1,015469238E3
5,731614868E1;1,014726807E3
5,741614868E1;1,014726807E3
5,751614868E1;1,015167236E3
5,761614868E1;1,015354980E3
5,771614868E1;1,015266602E3
5,781614868E1;1,015266602E3
5,791614868E1;1,015198853E3
5,801614868E1;1,015280151E3
5,811614868E1;1,015306274E3
5,821614868E1;1,015306274E3
5,831614868E1;1,015452393E3
5,841614868E1;1,015223511E3
5,851614868E1;1,014620117E3
5,861614868E1;1,014620117E3
5,871614868E1;1,015220825E3
5,881614868E1;1,015352539E3
5,891614868E1;1,015218872E3
5,901614868E1;1,015218872E3
5,911614868E1;1,015272766E3
5,921614868E1;1,015357727E3
5,931614868E1;1,015409119E3
5,941614868E1;1,015409119E3
5,951614868E1;1,015431580E3
5,961614868E1;1,015016479E3
5,971614868E1;1,014737183E3
5,981614868E1;1,014737183E3
5,991614868E1;1,015307068E3
6,001614868E1;1,015256836E3
6,011614868E1;1,015304077E3
6,021614868E1;1,015304077E3
6,031614868E1;1,015315430E3
6,041614868E1;1,015387329E3
6,051614868E1;1,015263306E3
6,061614868E1;1,015263306E3
6,071614868E1;1,015338074E3
6,081614868E1;1,014566772E3
6,091614868E1;1,014957092E3
6,101614868E1;1,014957092E3
6,111614868E1;1,015311157E3
6,121614868E1;1,015284058E3
6,131614868E1;1,015499268E3
6,141614868E1;1,015499268E3
6,151614868E1;1,015279785E3
6,161614868E1;1,015297668E3
6,171614868E1;1,015221252E3
6,181614868E1;1,015221252E3
6,191614868E1;1,014853943E3
6,201614868E1;1,014832397E3
6,211614868E1;1,015147339E3
6,221614868E1;1,015147339E3
6,231614868E1;1,015316162E3
6,241614868E1;1,015558594E3
6,251614868E1;1,015067749E3
6,261614868E1;1,015067749E3
6,271614868E1;1,015067749E3
6,281614868E1;1,015295654E3
6,291614868E1;1,015530518E3
6,301614868E1;1,015530518E3
6,311614868E1;1,015530518E3
6,321614868E1;1,014969482E3
6,331614868E1;1,015136841E3
6,341614868E1;1,015179077E3
6,351614868E1;1,015266113E3
6,361614868E1;1,015449951E3
6,371614868E1;1,015181458E3
6,381614868E1;1,015076538E3
6,391614868E1;1,015354370E3
6,401614868E1;1,015238525E3
6,411614868E1;1,015439941E3
6,421614868E1;1,015422913E3
6,431614868E1;1,015422913E3
6,441614868E1;1,014990723E3
6,451614868E1;1,015197754E3
6,461614868E1;1,015263794E3
6,471614868E1;1,015263794E3
6,481614868E1;1,015434692E3
6,491614868E1;1,015175537E3
6,501614868E1;1,015072388E3
6,511614868E1;1,015072388E3
6,521614868E1;1,015450928E3
6,531614868E1;1,015533325E3
6,541614868E1;1,015349854E3
6,551614868E1;1,015349854E3
6,561614868E1;1,015094421E3
6,571614868E1;1,015268311E3
6,581614868E1;1,015351257E3
6,591614868E1;1,015351257E3
6,601614868E1;1,014999512E3
6,611614868E1;1,015129639E3
6,621614868E1;1,015309143E3
6,631614868E1;1,015309143E3
6,641614868E1;1,015429138E3
6,651614868E1;1,015446777E3
6,661614868E1;1,014628662E3
6,671614868E1;1,014628662E3
6,681614868E1;1,015240479E3
6,691614868E1;1,015387817E3
6,701614868E1;1,015378906E3
6,711614868E1;1,015378906E3
6,721614868E1;1,015250732E3
6,731614868E1;1,015347656E3
6,741614868E1;1,015274048E3
6,751614868E1;1,015274048E3
6,761614868E1;1,015308594E3
6,771614868E1;1,014600647E3
6,781614868E1;1,014988953E3
6,791614868E1;1,014988953E3
6,801614868E1;1,015278503E3
6,811614868E1;1,015374634E3
6,821614868E1;1,015475220E3
6,831614868E1;1,015475220E3
6,841614868E1;1,015341309E3
6,851614868E1;1,015316284E3
6,861614868E1;1,015474243E3
6,871614868E1;1,015474243E3
6,881614868E1;1,014685120E3
6,891614868E1;1,014989014E3
6,901614868E1;1,015213501E3
6,911614868E1;1,015213501E3
6,921614868E1;1,015544434E3
6,931614868E1;1,015259094E3
6,941614868E1;1,014949585E3
6,951614868E1;1,014949585E3
6,961614868E1;1,015337341E3
6,971614868E1;1,015312378E3
6,981614868E1;1,015505249E3
6,991614868E1;1,015505249E3
7,001614868E1;1,015505249E3
7,011614868E1;1,015184692E3
7,021614868E1;1,015124878E3
7,031614868E1;1,015124878E3
7,041614868E1;1,015386902E3
7,051614868E1;1,015448120E3
7,061614868E1;1,015133301E3
7,071614868E1;1,015287048E3
7,081614868E1;1,015291138E3
7,091614868E1;1,015330322E3
7,101614868E1;1,015419189E3
7,111614868E1;1,015431274E3
7,121614868E1;1,014827271E3
7,131614868E1;1,015099731E3
7,141614868E1;1,015194153E3
7,151614868E1;1,015368896E3
7,161614868E1;1,015608459E3
7,171614868E1;1,015170044E3
7,181614868E1;1,014891113E3
7,191614868E1;1,015295898E3
7,201614868E1;1,015234009E3
7,211614868E1;1,015447144E3
7,221614868E1;1,015584351E3
7,231614868E1;1,015126587E3
7,241614868E1;1,015020996E3
7,251614868E1;1,015194092E3
7,261614868E1;1,015220947E3
7,271614868E1;1,015317993E3
7,281614868E1;1,015317993E3
7,291614868E1;1,015287842E3
7,301614868E1;1,015167236E3
7,311614868E1;1,015422058E3
7,321614868E1;1,015422058E3
7,331614868E1;1,015389526E3
7,341614868E1;1,015454224E3
7,351614868E1;1,015333069E3
7,361614868E1;1,015333069E3
7,371614868E1;1,015121948E3
7,381614868E1;1,015169983E3
7,391614868E1;1,015288574E3
7,401614868E1;1,015288574E3
7,411614868E1;1,015417969E3
7,421614868E1;1,015412231E3
7,431614868E1;1,015137024E3
7,441614868E1;1,015137024E3
7,451614868E1;1,015312256E3
7,461614868E1;1,015400269E3
7,471614868E1;1,015455811E3
7,481614868E1;1,015455811E3
7,491614868E1;1,014906067E3
7,501614868E1;1,015109863E3
7,511614868E1;1,015188782E3
7,521614868E1;1,015188782E3
7,531614868E1;1,015367126E3
7,541614868E1;1,015479126E3
7,551614868E1;1,015097168E3
7,561614868E1;1,015097168E3
7,571614868E1;1,015318176E3
7,581614868E1;1,015358459E3
7,591614868E1;1,015469116E3
7,601614868E1;1,015469116E3
7,611614868E1;1,014714478E3
7,621614868E1;1,015211670E3
7,631614868E1;1,015190186E3
7,641614868E1;1,015190186E3
7,651614868E1;1,015405762E3
7,661614868E1;1,015400513E3
7,671614868E1;1,015087891E3
7,681614868E1;1,015087891E3
7,691614868E1;1,015304138E3
7,701614868E1;1,015273499E3
7,711614868E1;1,015517395E3
7,721614868E1;1,015517395E3
7,731614868E1;1,014668396E3
7,741614868E1;1,015118530E3
7,751614868E1;1,015101013E3
7,761614868E1;1,015101013E3
7,771614868E1;1,015101013E3
7,781614868E1;1,015636719E3
7,791614868E1;1,015096191E3
7,801614868E1;1,015265991E3
7,811614868E1;1,015265991E3
7,821614868E1;1,015429504E3
7,831614868E1;1,015545044E3
7,841614868E1;1,015302124E3
7,851614868E1;1,015127808E3
7,861614868E1;1,015167847E3
7,871614868E1;1,015435913E3
7,881614868E1;1,015312256E3
7,891614868E1;1,015644226E3
7,901614868E1;1,015011719E3
7,911614868E1;1,015076172E3
7,921614868E1;1,015282471E3
7,931614868E1;1,015551941E3
7,941614868E1;1,015603027E3
7,951614868E1;1,015564941E3
7,961614868E1;1,014979309E3
7,971614868E1;1,014979309E3
7,981614868E1;1,015147461E3
7,991614868E1;1,015191406E3
8,001614868E1;1,015348206E3
8,011614868E1;1,015348206E3
8,021614868E1;1,015133301E3
8,031614868E1;1,015146484E3
8,041614868E1;1,015367065E3
8,051614868E1;1,015367065E3
8,061614868E1;1,015389648E3
8,071614868E1;1,015474915E3
8,081614868E1;1,015404297E3
8,091614868E1;1,015404297E3
8,101614868E1;1,015208496E3
8,111614868E1;1,015221375E3
8,121614868E1;1,015306274E3
8,131614868E1;1,015306274E3
8,141614868E1;1,015471924E3
8,151614868E1;1,015205200E3
8,161614868E1;1,015489136E3
8,171614868E1;1,015489136E3
8,181614868E1;1,015381592E3
8,191614868E1;1,015518799E3
8,201614868E1;1,015364258E3
8,211614868E1;1,015364258E3
8,221614868E1;1,015131897E3
8,231614868E1;1,015195251E3
8,241614868E1;1,015282715E3
8,251614868E1;1,015282715E3
8,261614868E1;1,015448242E3
8,271614868E1;1,015416199E3
8,281614868E1;1,015067627E3
8,291614868E1;1,015067627E3
8,301614868E1;1,015340149E3
8,311614868E1;1,015616577E3
8,321614868E1;1,015493958E3
8,331614868E1;1,015493958E3
8,341614868E1;1,015025391E3
8,351614868E1;1,015149170E3
8,361614868E1;1,015271606E3
8,371614868E1;1,015271606E3
8,381614868E1;1,015527954E3
8,391614868E1;1,015101929E3
8,401614868E1;1,015203735E3
8,411614868E1;1,015203735E3
8,421614868E1;1,015203735E3
8,431614868E1;1,015579712E3
8,441614868E1;1,015394653E3
8,451614868E1;1,015394653E3
8,461614868E1;1,015394653E3
8,471614868E1;1,015315796E3
8,481614868E1;1,015350220E3
8,491614868E1;1,015350220E3
8,501614868E1;1,015350220E3
8,511614868E1;1,015172119E3
8,521614868E1;1,015361816E3
8,531614868E1;1,015476196E3
8,541614868E1;1,015509888E3
8,551614868E1;1,015405029E3
8,561614868E1;1,014882080E3
8,571614868E1;1,014794312E3
8,581614868E1;1,015182129E3
8,591614868E1;1,015376953E3
8,601614868E1;1,015318970E3
8,611614868E1;1,015448853E3
8,621614868E1;1,015448853E3
8,631614868E1;1,015347290E3
8,641614868E1;1,015499146E3
8,651614868E1;1,015338013E3
8,661614868E1;1,015338013E3
8,671614868E1;1,015247681E3
8,681614868E1;1,014800415E3
8,691614868E1;1,015052002E3
8,701614868E1;1,015052002E3
8,711614868E1;1,015364380E3
8,721614868E1;1,015300293E3
8,731614868E1;1,015529297E3
